unidade_origem,unidade_responsavel,dia_semana,mes_fato,ano_fato,data_fato,consolidado,especificacao_crime,causa_presumivel,meio_empregado_sisp,bairros,local_ocorrencia,vit_fx_etaria,vit_sexo,vit_cor_pele,vit_grau_inst,grau_de_relacionamento,relato,aut_sexo,turno,periodo,consolidado_stratified
Nao informado,Nao informado,SEG,MAIO,2023,2023-05-29,AMEACA,Nao informado,OUTRAS,OUTROS MEIOS,TAPANA,RESIDENCIA PARTICULAR,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,"<P>A RELATORA ACIMA QUALIFICADA, COMPARECEU NESTA DELEGACIA DO TAPANA, NO DIA E HORA E LOCAL ACIMA MENCIONADOS, PARA COMUNICAR QUE ESTA SENDO AMEACADA PELA SRA JOELMA MONTEIRO QUEIROZ, RESIDENTE NA ALAMEDA M, Nº437-CONJ BOSQUE ARAGUAIA; QUE A SRA JOELMA AMEACOU A RELATORA DE MORTE E A SUA FAMILIA, POIS JOELMA VISUALIZOU UMA MENSAGEM DO MARIDO DELA, HILTAMAR COM A RELATORA, MAS QUE A RELATORA COMUNICA QUE NAO TEM UM CASO AMOROSO COM O SRHILTAMAR, QUE APENAS TINHA CONVERSADO COM ELE POIS A RELATORA E COSTUREIRA E IRIA FAZER UM SERVICO PARA O SRHILTAMAR; QUE A JOELMA JA FOI POR DIVERSAS VEZES NA RESIDENCIA DA RELATORA, ATE NA CASA DE SUA MAE, SEMPRE AMEACANDO DIZENDO QUE QUER LHE PEGAR; QUE NA DATA DE ONTEM, JOELMA FOI ATE A RESIDENCIA DA RELATORA E DISSE QUE QUERIA LHE PEGAR, QUE FOI NECESSARIO CHAMAR A POLICIA MILITAR PARA LHE CONTER.&NBSP;REGISTRA-SE/////////////////////////&NBSP;</P>",M,NOITE,1 SEMESTRE DE 2023,AMEACA
Nao informado,Nao informado,TER,ABRIL,2023,2023-04-25,AMEACA,Nao informado,ÓDIO OU VINGANÇA,OUTROS MEIOS,GUAMA,RESIDENCIA PARTICULAR,ADULTO III (30 A 34 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,"<P><BR>DECLARA TER UMA FILHA DE 15 ANOS DE IDADE COM O SR.ROBERTO RIBEIRO FERREIRA, PARAENSE, SOLTEIRO, FONE: 98504-7547, NAO SABENDO INFORMAR MAIS NADA, OCORRER QUE SEU RELACIONAMENTO COM O MESMO FOI SOMENTE UM NAMORA AOS 14 ANOS E APOS SUA GRAVIDEZ, AMBOS SEPARARAM&NBSP; E PASSOU A CRIAR SOZINHA SUA FILHA SEM PEDIR AJUDA AO MESMO. QUE HA 4 ANOS ATRAS ESTE&NBSP; POR LIVRE E EXPONTANEA PRESSAO REGISTROU A FILHA. QUE RECENTEMENTE A DECLARATE PEDIU AO ALUDIDO QUE DESSA UMA AJUDA NO ONIBUS DA FILHA PARA IR AO COLEGIO E ESTE AO SE MANIFESTOU EM NADA. QUE NO DIA 25/04/2023 A DECLARANTE&NBSP; MANDOU PELO WATSAAP UM AGENDAMENTO PRESENCIAL AO MESMO&NBSP; DADO PELA DEFENSORIA PUBLICA E DISSE QUE ESTAVA PLEITANDO A PENSAO ALIMENTICIA DA FILHA. QUE O ALUDIDOD MANDOU UMA MENSAGEM TEXTUAIS"" TA DOIDA PRA ARRUMAR PRO TEU NE, NAO VOU EM LUGAR NANHUM SE ME PRENDEREM COM ESSA TUA SAIO AI TU VAZ VISITAR SATANAS"" ""A VISAO TA PASSADA E VAI TE FUDER"". QUE A DECLARANTE TEME PELAS AMEACAS, JA QUE O ALUDIDO, RESPONDE PELO CRIME DE ASSALTO. QUE NAO REPRESENTA PELAS AMEACAS. TOMADO CONHECIMENTO DAS MEDIDAS PROTETIVAS OPTOU PELO:<B> PROIBICAO DE APROXIMACAO FIXANDO LIMITE MAXIMO DE DISTANCIA ENTRE ESTE E A VITIMA; PROIBICAO DE MANTER CONTATO POR QUALQUER MEIO DE COMUNICACAO.</B><BR></P>",Nao informado,MANHA,1 SEMESTRE DE 2023,AMEACA
Nao informado,Nao informado,DOM,ABRIL,2021,2021-04-04,AMEACA,Nao informado,OUTRAS,SEM INSTRUMENTO,PEDREIRA,RESIDENCIA PARTICULAR,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,NAO INFORMADO,NAO INFORMADO,"O RELATOR ACIMA QUALIFICADO COMUNICA, ATRAVES DA DELEGACIA VIRTUAL, QUE NO DIA E HORA ACIMA MENCIONADOS FOI VITIMA DE , CONFORME O SEGUINTE RELATO: A PESSOA DE NOME DEISYANE SOBREIRA DA SILVA, RESIDENTE DO CONDOMINIO SOLAR DO COQUEIRO. BLOCO J AP. 401 NA AV. GOV. HELIO DA MOTA GUEIROS, BAIRRO: QUARENTA HORAS. CEL: (91)98454-6910  MENSAGEM DE TEXTO, PORQUE EU JA HAVIA BLOQUEADO NO WATTS, DIZENDO VARIAS COISAS, DENTRE  AS QUAIS FALOU PARA AMIGOS QUE IA TOCAR FOGO EM MEU CARRO COMIGO E MEU FILHO DENTRO, QUE PASSARIA POR CIMA DE MIM NA RUA, QUE BATERIA EM MEU CARRO. A MESMA FALOU QUE NAO GOSTAVA DE MEU FILHO E NEM DE MIM, POR ISSO IA ME FAZER TODAS ESSA VIOLENCIA CITADA ACIMA. TEMO POR MINHA SEGURANCA DEVIDO A PESSOA SER CAPAZ DESSAS ATROCIDADES FALADAS POR TAL.",Nao informado,NOITE,1 SEMESTRE DE 2021,AMEACA
Nao informado,Nao informado,SEG,ABRIL,2022,2022-04-25,AMEACA,Nao informado,ÓDIO OU VINGANÇA,SEM INSTRUMENTO,CASTANHEIRA,RESIDENCIA PARTICULAR,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,"<P>A RELATORA ACIMA COMPARECEU NESTA ESPECIALIZADA PARA REGISTRAR QUE FOI AMEACADA POR SEU IRMAO ADOTIVO <B>MOISES RODRIGUES DA SILVA , RESIDENTE NA PASSAGEM MORENA , Nº15 ,MUNICIPIO DE VISEU /PA ,CIDADE ACAITEUA , TELEFONE (91)9 8483-3369</B> ;QUE, O PAI DAS PARTES MORAVA COM O DECLARADO E FUGIU DEVIDO AOS MAUS TRATOS E GRITOS QUE O DECLARADO FAZIA COM O PAI QUE TEM 88 ANOS , O IDOSO FUGIU DA CASA DO DECLARADO E AGORA ESTAR RESIDINDO COM A DECLARANTE , A QUAL PASSOU A CUIDAR DO PAI , POREM O DECLARADO NAO SE CONFORMA PORQUE TEM INTERESSE NO DINHEIRO DO PAI ;QUE, O DECLARADO FICA ACUSANDO A DECLARANTE DE MANTER O IDOSO EM CARCERE PRIVADO ENVIANDO AUDIOS COM AMEACA TANTO PARA A DECLARANTE COMO PARA SUAS IRMAS <B>VALFIRA RODRIGUES DA SILVA E ANALIA RODRIGUES DA SILVA </B>;QUE, O DECLARADO INSISTE EM FALAR COM O PAI PORQUE QUER QUE O IDOSO MANDE A QUANTIA DE $2.000,00(DOIS )MIL REAIS PARA ELE , SENDO QUE O IDOSO NAO QUER MAIS RETORNAR PARA CASA DO DECLARADO E NEM QUER ATENDE-LO , E O DECLARADO FICA ENVIANDO AUDIOS PARA A IRMA DA DECLARANTE<B> DIZENDO QUE SE ELE FOR ATE ELA NAO VAI PRESTAR PARA NINGUEM</B> <B>, QUE SUA PACIENCIA JA ESGOTOU E QUE VAI SOBRAR PARA TODAS AS IRMAS (LEIDIANA, VALFIIRA E ANALIA )</B> , RESSALTA QUE ESTAR TEMEROSA PORQUE TANTO DECLARANTE COMO SUAS IRMAS ACIMA CITADAS TEMEM POR SUAS VIDAS PORQUE O DECLARADO POSSUI DUAS ARMAS ,USA DROGA E TEM TEMPERAMENTO MUITO AGRESSIVO ;QUE, A DECLARANTE ESTAR LEVANDO O PAI PARA CONSULTAS DEVIDO O MESMO ESTAR COM PROBLEMAS NA PROSTATA ,MAS PENSA EM DESISTIR DEVIDO AS AMEACAS QUE VEM SOFRENDO ;QUE, A DECLARANTE APRESENTOU UM PEN DRIVE ONDE POSSUI VARIOS AUDIOS DE AMEACA TANTO PARA A DECLARANTE COMO PARA SUAS IRMAS ,AUDIOS DO TRATAMENTO AGRESSIVO QUE ELE TINHA COM O PAI QUANDO O MESMO MORAVA COM O DECLARADO , ACUSACAO DO DECLARADO QUE A MESMA ESTAR MANTENDO O PAI EM CARCERE PRIVADO ;QUE, A DECLARANTE FEZ UM REGISTRO NA SECCIONAL DA MARAMBAIA DE CALUNIA E APOS A DENUNCIA COMECARAM AS AMEACAS . ;<B>QUE, NAO ACEITOU CASA ABRIGO , E AO QUE SE REFERE AS MEDIDAS PROTETIVAS REQUERERA AS SEGUINTES: CONTRA O AGRESSOR:PROIBICAO DE DETERMINADAS CONDUTAS, ENTRE AS QUAIS: PROIBICAO DE APROXIMACAO DA OFENDIDA, SEUS FAMILIARES E TESTEMUNHAS, FIXANDO O LIMITE MINIMO DE DISTANCIA ENTRE ESTA E O AGRESSOR;PROIBICAO DE CONTATO COM A OFENDIDA, SEUS FAMILIARES E TESTEMUNHAS POR QUALQUER MEIO DE COMUNICACAO;PROIBICAO DE FREQUENTAR DETERMINADOS LUGARES( RESIDENCIA DA OFENDIDA ACIMA CITADA ).QUE, REPRESENTA CRIMINALMENTE CONTRA MOISES RODRIGUES DA SILVA PELO CRIME DE AMEACA.</B> REGISTRA-SE PARA AS DEVIDAS PROVIDENCIAS.</P><P><BR></P>",Nao informado,MANHA,1 SEMESTRE DE 2022,AMEACA
Nao informado,Nao informado,QUA,MARCO,2023,2023-03-29,IMPORTUNACAO SEXUAL,Nao informado,ÓDIO OU VINGANÇA,SEM INSTRUMENTO,MANGUEIRAO,EDIFICIO PUBLICO,PREJUDICADO,F,PREJUDICADO,PREJUDICADO,NAO INFORMADO,"<P>O RELATOR ACIMA QUALIFICADO, OF-PM , LOTADO NA IESP ACADEMIA DE POLICIA MILITAR, JUNTO COM O SD PM BASTOS,ESTAVAM EM SERVICO NO ESTADIO DO MANGUEIRAO QUANDO FORAM ACIONADO POR UM CASAL IDENTIFICADO COMO CAIO VINICIUS ALVES FREIRE MENEZES ONDE O MESMO INFORMOU QUE UM DESCONHECIDO HAVIA IMPORTUNADO SEXUALMENTE SUA NAMORADA DE NOME BRUNA MARTINS DA SILVA; QUE CAIO IDENTIFICOU O SUSPEITO A GUARNICAO E BRUNA INFORMOU QUE NO MOMENTO EM QUE ESTAVAM COMEMORANDO O PRIMEIRO DO GOL DO TIME DO PAYSSANDU FOI AGARRADA POR TRAS POR UM DESCONHECIDO O QUAL CHEGOU A DAR UM BEIJO EM SEU PESCOCO; QUE UMA MOCA QUE NAO FOI IDENTIFICADA E ESTAVA PROXIMO AO CASAL TAMBEM ALERTOU A GUARNICAO QUE O SUSPEITO ESTAVA IMPORTUNANDO A VITIMA; QUE A TEMPO A GUARNICAO ABORDOU O SUSPEITO QUE SE IDENTIFICOU COMO CELSO AUGUSTO DE OLIVEIRA ALVES QUE NEGOU AS ACUSACOES; QUE O RELATOR ENCAMINHOU TODOS PARA ESTA ESPECIALIZADA PARA AS PROVIDENCIAS CABIVEIS. REGISTRE-SE PARA OS DEVIDOS FINS.///</P>",M,NOITE,1 SEMESTRE DE 2023,IMPORTUNACAO SEXUAL
Nao informado,Nao informado,DOM,JANEIRO,2023,2023-01-01,LESAO CORPORAL,VIOLENCIA DOMESTICA,CIÚME,OUTROS MEIOS,CREMACAO,RESIDENCIA PARTICULAR,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,COMPANHEIRO(A),"<P>A NACIONAL ACIMA QUALIFICADA, COMUNICA NESTE POSTO POLICIAL A AGRESSAO FISICA DE QUE FOI VITIMA. RELATA A COMUNICANTE, QUE SE ENCONTRAVA NO LOCAL, DIA E HORAS ACIMA CITADOS, QUANDO APOS UMA DISCUSSAO COM SEU COMPANHEIRO RAIMUNDO MORAES MACIEL, 47 ANOS, RG: 2709877/POL.CIVIL/PA, RESIDENTE NO MESMO ENDERECO DA VITIMA, POR MOTIVO DE CIUME, ESTE A AGREDIU COM UM SOCO E LHE LESIONOU NO DEDO MINIMO ESQUERDO, TENDO A MESMA PROCURADO O HPSM-UMARIZAL, PARA RECEBER ATENDIMENTO&NBSP;MEDICO, MAS, NAO FOI ATENDIDA POR FALTA DE ESPECIALISTA(TRAUMATOLOGISTA) NO REFERIDO HOSPITAL.FOI SOLICITADO O EXAME DE LESAO CORPORAL A VITIMA.FEITO O REGISTRO.</P>",M,MANHA,1 SEMESTRE DE 2023,LESAO CORPORAL
Nao informado,Nao informado,TER,JANEIRO,2021,2021-01-12,LESAO CORPORAL,VIOLENCIA DOMESTICA,OUTRAS,OUTROS MEIOS,TELEGRAFO,RESIDENCIA PARTICULAR,PREJUDICADO,F,PREJUDICADO,ENSINO MEDIO COMPLETO,COMPANHEIRO(A),"O RELATOR ACIMA QUALIFICADO COMUNICA, ATRAVES DA DELEGACIA VIRTUAL, QUE NO DIA E HORA ACIMA MENCIONADOS OCORREU O CRIME DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER (LESAO CORPORAL), CONFORME O SEGUINTE RELATO:ESTAVA TENDO UMA DISCUSSAO. NO MEIO DESSA DISCUSSAO ELE DEU 3 SOCOS FORTES NO BRACO DELA.=====================DADOS DA VITIMA=====================NOME: ROSANA GALILEIA CARDOSO OLIVEIRAESTADO CIVIL: SOLTEIRO(A)ENDERECO: RUA ASSUNCAO, 40, ENTRE SAO PEDRO E BROTINHOBAIRRO: TELEGRAFOCIDADE: BELEM/PA=====================DADOS DO DENUNCIADO=====================NOME: GILMARENDERECO: MAURITIBAIRRO: TELEGRAFOCIDADE: BELEM/PA",M,NOITE,1 SEMESTRE DE 2021,LESAO CORPORAL
Nao informado,Nao informado,QUA,AGOSTO,2022,2022-08-03,AMEACA,Nao informado,OUTRAS,OUTROS MEIOS,BATISTA CAMPOS,OUTROS LOCAIS,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,<P>A CIDADA ACIMA QUALIFICADA COMPARECEU NESTA CENTRAL DE POLICIA CIVIL SAO BRAS PARA COMUNICAR QUE FOI VITIMA DE AMEACA POR PARTE DA NACIONAL CRISTIANE MARINHO. A RELATORA INFORMA QUE TRABALHA NO SUPERMERCADO LIDER COMO CAIXA E O NACIONAL FABIO FAGUNDES MARINHO QUE TAMBEM TRABALHAVA NO LOCAL COMO BALCONISTA REPASSOU UM PRODUTO PARA SUA ESPOSA A NACIONAL CRISTINA COM O PESO ADULTERADO E AO PASSAR NO CAIXA QUE A RELATORA ESTAVA NO MOMENTO FOI DITO PARA A MESMA MANDAR REFAZER A PESAGEM E COM ISSO FOI CONSTATADO QUE O PRODUTO ESTAVA COM PESO ADULTERADO. A RELATORA INFORMA QUE DEPOIS DISSO O NACIONAL FABIO FOI DEMITIDO E A NACIONAL CRISTINA COM RAIVA AMEACOU A RELATORA COM OS SEGUINTES DIZERES “VOU TE PEGAR”. REGISTRA-SE.</P>,Nao informado,TARDE,2 SEMESTRE DE 2022,AMEACA
Nao informado,Nao informado,SAB,SETEMBRO,2021,2021-09-11,VIOLENCIA PSICOLOGICA,VIOLENCIA DOMESTICA,ÓDIO OU VINGANÇA,SEM INSTRUMENTO,MANGUEIRAO,RESIDENCIA PARTICULAR,ADULTO II (25 A 29 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,EX-COMPANHEIRO(A),"<P>A DECLARANTE ACIMA QUALIFICADA COMPARECE A ESTA DEAM PARA COMUNICAR QUE CONVIVEU EM UNIAO ESTAVEL HA APROXIMADAMENTE 13 ANOS COM O NACIONAL&NBSP;DAVID EMERSON OLIVEIRA MONTES, 34 ANOS, IDENTIDADE Nº 5197453 PC/PA, CPF Nº 879945262-68, DN: 02/08/1986, FILHO DE ROSANGELA CRISTINA NASCIMENTO DE OLIVEIRA E FRANCISCO MORAIS MONTES, POLICIAL MILITAR LOTADO NO 29º BATALHAO DE POLICIA MILITAR DO ESTADO DO PARA,&NBSP; ENDERECO: RUA N CJ JADERLANDIA I N 13 ATALAIA ANANINDEUA PA, CONTATO 91/993244945, COM O QUAL POSSUI UMA FILHA DE 10 ANOS E ESTA GRAVIDA 08 MESES. QUE, O CASAL ESTA SEPARADO HA 04 MESES, DEVIDO DAVID EMERSON TER DESCOBERTO QUE NO INICIO DA RELACAO A DECLARANTE TEVE UM CASO EXTRACONJUGAL, FATO QUE O DEIXOU FURIOSO. QUE, DAVID EMERSON TAMBEM A TRAIA E ELA SEMPRE O PERDOAVA. QUE, DAVID EMERSON PARA IMPLICAR COM ELA, COMECOU A LEVAR MULHERES PARA DENTRO DA CASA DELES, TENDO A DECLARANTE FICADO MUITO NERVOSA E RESSALTA QUE SUA GRAVIDEZ E DE RISCO E NAO PODE SE ABORRECER. QUE, DAVID EMERSON FAZ ACORDOS COM ELA E DEPOIS DESFAZ E NAO ESTA COLABORANDO COM AS DESPESAS DE SUA FILHA MAIS VELHA E NEM ESTA AJUDANDO NA GRAVIDEZ DELA. QUE, NO DIA 11/09/2021 POR VOLTA DAS 11:00 HORAS DAVID EMERSON MANDOU AUDIOS PARA O CELULAR DE SUA FILHA , PERGUNTADO SE ELA TINHA O DINHEIRO PARA A REFORMA DO APARTAMENTO, TENDO ELA DITO QUE NAO E ELE VENDEU O APARTAMENTO PELO PRECO QUE ELE QUIS E DISSE QUE DARA MENOS DA METADE PARA ELA. QUE, A DECLARANTE NAO AGUENTA MAIS ESSA SITUACAO, POIS ESTA O FINAL DE SUA GESTACAO E PRECISA TER PAZ, FATO QUE ELE NAO DEIXA E DESEJA MEDIDAS PROTETIVAS E REQUERERA PERANTE AUTORIDADE POLICIAL. REGISTRA-SE PARA AS DEVIDAS PROVIDENCIAS.</P><P><BR></P>",M,MANHA,2 SEMESTRE DE 2021,VIOLENCIA PSICOLOGICA
Nao informado,Nao informado,SEG,MARCO,2023,2023-03-27,LESAO CORPORAL,ERRO MEDICO,OUTRAS,OUTROS MEIOS,UMARIZAL,INSTITUICAO PRIVADA,ADULTO I (18 A 24 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,"<P>/////////////// COMPARECEU NESTA S. U. DE ICOARACI A NACIONAL ACIMA PARA COMUNICAR QUE FOI VITIMA DE NEGLIGENCIA MEDICA NO DIA 25/09/2020 PELO DOUTOR ROSOMIRO ARRAIS CRM 4840, O QUAL AUTORIZOU A INTERNACAO E CIRURGIA DA RELATORA NA MATERNIDADE DA CRIANCA ATRAVES DO PLANO DA UNIMED, QUE O DOUTOR DIAGNOSTICOU A RELATORA COM DESVIO SEPTO POLICO NASAL, ATROFIA MAXILAR, RINOSINUSITE E SINUSITE, POREM O MEDICO NAO SOLICITOU EXAME DE BIOPSIA NASAL, APOS A CIRURGIA O MEDICO INFORMOU A MAE DA RELATORA QUE A CIRURGIA HAVIA SIDO EXCELENTE E QUE O MESMO TINHA FEITO A RETIRADA DA MASSA NASAL, POREM AO RETORNAR NO CONSULTORIO DO DOUTOR ROSOMIRO , A RELATORA ESTAVA COM OS SEGUINTES SINTOMAS: LAGRIMEJAMENTO DO LADO DIREITO DO OLHO, SANGRAMENTO E INCHACO DO ROSTO.. QUE O DOUTOR DISSE QUE NUNCA TINHA VISTO UMA CIRURGIA FICAR TAO INFLAMADA DAQUELE JEITO. QUE ENTAO ROSOMIRO FOI ATE A CASA DA RELATORA SEM AVISA -LA E LHE PROPOS UM OUTRO MEDICO MOACY ROCHA, O QUAL MARCOU A CIRURGIA PARA O DIA 24/01/2021 NO HOSPITAL PORTO DIAS, POREM NOVAMENTE O MEDICO NAO SOLICITOU OS EXAMES PRE - OPERATORIOS, SENDO QUE APOS A CIRURGIA O MEDICO INFORMOU A MAE DA RELATORA QUE HAVIA RETIRADO NOVENTA PORCENTO DA MASSA NASAL, POREM NAO FEZ A RETIRADA TOTAL, POIS CASO TIVESSE QUE RETIRAR TOTAMENTE A MASSA TERIA QUE RETIRAR O OLHO DIREITO DA RELATORA. VALE RESSLTAR QUE MOACY FOI SURPER INSESSIVEL E SEM ETICA, POIS INFORMOU A RELATORA ATRAVES DE MENSAGEM VIA WHATSAPP QUE O DIAGNOSTICO DA RELATORA ERA DE CANCER POLIPO NASAL T/NK, SENDO QUE A RELATORA ENCONTRA - SE LESIONADA INTERNAMENTE E EXTERNAMENTE, POIS A UNIMED NAO TOMAR NENHUMA ATITUDE CONTRA OS MEDICOA CONVENIADOS.&NBSP;&NBSP;REGISTRA - SE PARA FINS DE DIREITOS LEGAIS.////////</P>",M,TARDE,1 SEMESTRE DE 2023,LESAO CORPORAL
Nao informado,Nao informado,DOM,NOVEMBRO,2022,2022-11-20,LESAO CORPORAL,VIOLENCIA DOMESTICA,OUTRAS,OUTROS MEIOS,MARAMBAIA,VIA PUBLICA,ADULTO I (18 A 24 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,EX-COMPANHEIRO(A),"<P>A RELATORA VEM COMUNICAR QUE FOI AGREDIDA FISICAMENTE POR SEU EX-COMPANHEIRO MARCO PAIVA FRANCO, CPF 401.883.52-30, FILHO DE MARCIO JOSE DE SOUZA FRANCO E YOLANDA FERREIRA PAIVA, RESIDENTE NA PAS. SAO PEDRO, 81, MARAMBAIA, CEP 66623-400 , CEL 91 99808-8957; QUE CONVIVEU POR DOIS ANOS COM MARCO E ESTAO SEPARADOS HA POUCO MAIS DE 3 MESES; QUE POSSUEM UM FILHO DE 1 ANO DESTA UNIAO; QUE HOJE, POR VOLTA DAS 22:30 H, ESTAVA NUMA FESTA COM SEU FILHO QUANDO MARCO SE APROXIMOU E DISSE PARA A DEPOENTE IR PRA CASA PORQUE ALI NAO ERA LUGAR PRA ELA ESTAR COM A CRIANCA; QUE A DEPOENTE SE NEGOU E FOI AGREDIDA POR MARCO COM SOCOS NO ROSTO; QUE TAMBEM FOI AGREDIDA PELA MAE DE MARCO; QUE MARCO SO PAROU DE AGREDIR A DEPOENTE COM A INTERVENCAO DE POPULARES; QUE NAO DESEJA IR PARA ABRIGO ESTADUAL; QUE DESEJA SOLICITAR AS SEGUINTES MEDIDAS PROTETIVAS: I - CONTRA O AGRESSOR:I - AFASTAMENTO DO LAR, DOMICILIO OU LOCAL DE CONVIVENCIA COM A OFENDIDA, A FIM DE QUE A DEPOENTE POSSA RETORNAR AO LAR; II - PROIBICAO DE DETERMINADAS CONDUTAS, ENTRE AS QUAIS: A) APROXIMACAO DA OFENDIDA, DE SEUS FAMILIARES E DAS TESTEMUNHAS, FIXANDO O LIMITE MINIMO DE DISTANCIA ENTRE ESTES E O AGRESSOR; B) CONTATO COM A OFENDIDA, SEUS FAMILIARES E TESTEMUNHAS POR QUALQUER MEIO DE COMUNICACAO; C) FREQUENTAR DETERMINADOS LUGARES A FIM DE PRESERVAR A INTEGRIDADE FISICA, PSICOLOGICA DA OFENDIDA; D) RESTRICAO OU SUSPENSAO DE VISITAS AOS DEPENDENTES MENORES, OUVIDA A EQUIPE DE ATENDIMENTO MULTIDISCIPLINAR OU SERVICO SIMILAR; E) PRESTACAO DE ALIMENTOS PROVISIONAIS OU PROVISORIOS.</P>",M,NOITE,2 SEMESTRE DE 2022,LESAO CORPORAL
Nao informado,Nao informado,SAB,OUTUBRO,2022,2022-10-15,AMEACA,VIOLENCIA DOMESTICA,ÓDIO OU VINGANÇA,SEM INSTRUMENTO,BARREIRO,RESIDENCIA PARTICULAR,ADULTO I (18 A 24 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,EX-COMPANHEIRO(A),"<P>A RELATORA ACIMA QUALIFICADA COMPARECEU A ESTA ESPECIALIZADA, PARA REGISTRAR EM DESFAVOR DO SEU EX-NAMORADO O NACIONAL RODRIGO ROSA NASCIMENTO, DE 21 ANOS DE IDADE, NATURAL DE BELEM- PA, CONTATO NAO USA, RESIDENCIA PASS. CAJU N° 4, BARREIRO BELEM PA. QUE TEVE UM RELACIONAMENTO DE DOIS ANOS E ESTA SEPARADA HA CERCA DE UM ANO DESTA RELACAO UM FILHO (DOIS ANOS). QUE NO DIA 15/10/2022 A DECLARANTE FOI A TRABALHO NO LOCAL ONDE O EX-COMPANHEIRO RESIDE EM UMA VILA DE TRES CASAS NA PASS. CAJU N° 4, BARREIRO BELEM PA, AS 20H30 A RELATORA PEGAVA SEU FILHO DE 02 ANOS PARA IR EMBORA QUANDO O NACIONAL CHEGAVA DE SUA RESIDENCIA E ENCONTROU A DECLARANTE A PASSOU GRITAR “EU JA NAO TE FALEI QUE EU NAO TE QUERO AQUI? EU TE ODEIO” TEXTUAIS. APOS PARENTES DO NACIONAL QUE GOSTAM DA RELATORA TENTAREM DEFENDE-LA O MESMO FEZ AMEACA DE MORTE “TU SO VAIS ENTRAR AQUI SE TU ENTRAR MORTA PORQUE EU VOU TE MATAR” TEXTUAIS. QUE O NACIONAL AINDA CHEGOU A PEGAR UMA PERNA MANCA PARA ATINGI-LA MAS FOI IMPEDIDO PELO SEU GENITOR. QUE A TIA DO DECLARADO A A SRA LEILA ROSA ACIONOU A POLICIA E O MESMO SE RETIROU DO LOCAL. QUE NA OCASIAO A RELATORA ESTAVA ACOMPANHADA DE UMA AMIGA COM QUEM DIVIDE ALUGUEL A SRA. VINDIA PAES DE FREITAS (91)98049-9833 QUE TAMBEM AO TENTAR DEFENDE-LA DO EX-COMPANHEIRO FOI AMEACADA MORTE. QUE NAO E A PRIMEIRA VEZ QUE O NACIONAL A AMEACA OU AGRIDE POIS JA CHEGOU A DERRUBA-LA DA BICICLETA CAUSANDO FERIMENTOS, QUE REGISTROU EM DESFAVOR DO MESMO NA DEPOL DA SACRAMENTA. ESCLARECE QUE NO MOMENTO DO OCORRIDO O NACIONAL APARENTAVA ESTAR SOB EFEITO DE DROGAS. QUE TEME AS ACOES DO MESMO POIS E UMA PESSOA VIOLENTA E E USUARIO DE DROGAS E POR ESTE MOTIVO TEM POUCO CONTATO COM FILHO E QUE SEMPRE FOI ABUSIVO NO RELACIONAMENTO. QUE POR ESTE MOTIVO SOLICITA AS MEDIDAS DE URGENCIA A) PROIBICAO DE APROXIMACAO DA OFENDIDA, DE SEUS FAMILIARES E DAS TESTEMUNHAS, FIXANDO O LIMITE MINIMO DE DISTANCIA ENTRE ESTES E O AGRESSOR;</P><P>B) PROIBICAO DE MANTER CONTATO COM A OFENDIDA, SEUS FAMILIARES E TESTEMUNHAS POR QUALQUER MEIO DE COMUNICACAO;</P><P>C) PROIBICAO DE FREQUENTAR DETERMINADOS LUGARES (FREQUENTAR A RESIDENCIA DA OFENDIDA RUA) A FIM DE PRESERVAR SUA INTEGRIDADE FISICA E MENTAL;</P><P>D) RESTRICAO OU SUSPENSAO DE VISITAS AOS DEPENDENTES MENORES, OUVIDA A EQUIPE DE ATENDIMENTO MULTIDISCIPLINAR OU SERVICO SIMILAR; QUE REPRESENTA CRIMINALMENTE. QUE APRESENTOU A SRA. VINDIA PAES DE FREITAS RG:8906336 (91)98049-9833 COMO TESTEMUNHA. QUE FOI OFERECIDO ABRIGO MAS ESTA NAO REQUERERA. REGISTRA-SE PARA AS DEVIDAS PROVIDENCIAS. ////////////////////////////////////////////////</P>",M,NOITE,2 SEMESTRE DE 2022,AMEACA
